gene_id	length	G10d1	G10d2	G15d1	G15d2	G5d1	G5d2	M10d1	M10d2	M15d1	M15d2	M5d1	M5d2
ENSG00000157303	1263	434	196	1231	639	647	150	462	230	212	219	373	198
ENSG00000223446	238	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165233	3081	875	400	1310	679	1984	396	1480	738	1012	935	1194	607
ENSG00000131669	2648	1399	586	1779	856	1671	349	2233	1250	1840	1569	1029	511
ENSG00000203364	410	0	2	1	0	0	0	1	0	0	0	0	1
ENSG00000165238	13198	0	1	3	1	15	1	0	0	1	0	4	1
ENSG00000204352	1154	84	36	62	35	199	35	68	34	31	35	124	44
ENSG00000200570	112	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201074	112	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237385	641	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000188938	3717	681	324	630	297	1453	294	732	390	474	435	759	397
ENSG00000048828	7204	5284	2346	4109	2061	11667	2506	5047	2924	2983	2710	6254	3352
ENSG00000197724	5569	1253	562	1502	755	2556	548	1368	784	927	798	1354	663
ENSG00000265347	65	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231990	391	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000131668	1777	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000235601	1704	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000158079	6342	118	68	138	58	352	59	195	96	105	112	168	88
ENSG00000227666	316	1	3	1	0	1	1	3	2	1	2	1	1
ENSG00000269946	235	4	1	1	1	8	1	1	2	4	1	3	1
ENSG00000199165	92	1	0	0	3	0	0	0	0	0	0	1	0
ENSG00000199072	110	0	0	1	0	3	0	0	0	0	0	0	0
ENSG00000269929	1435	3	0	14	2	11	1	1	0	9	5	5	7
ENSG00000230262	1319	0	2	0	0	2	0	1	1	0	0	3	0
ENSG00000199133	105	13	7	32	16	32	9	11	6	14	19	16	10
ENSG00000175787	5286	376	141	316	157	766	161	287	185	208	192	365	186
ENSG00000237679	852	1	1	4	5	7	0	3	4	0	0	1	4
ENSG00000130950	2561	13	7	17	3	29	6	13	6	4	4	18	5
ENSG00000232063	2162	190	79	166	94	294	77	129	76	83	103	139	72
ENSG00000224815	387	0	0	0	0	1	0	0	1	0	0	1	0
ENSG00000282886	330	13	2	9	3	52	2	9	2	5	3	12	3
ENSG00000148110	3428	3162	1450	4911	2377	5500	1170	1911	1054	1597	1424	2817	1557
ENSG00000278486	643	1	0	1	0	0	0	0	0	5	0	0	0
ENSG00000224245	501	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202445	107	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231806	1164	0	0	0	1	0	1	0	0	0	0	0	0
ENSG00000130957	1305	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165140	1668	111	33	52	22	922	207	223	107	163	141	465	230
ENSG00000148120	10742	83	42	79	55	231	46	81	59	49	43	101	79
ENSG00000252153	96	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230815	424	0	0	1	0	4	0	0	0	0	0	0	0
ENSG00000236095	779	6	1	2	1	2	1	3	1	0	4	3	2
ENSG00000224764	487	0	0	1	0	2	0	1	0	0	2	2	0
ENSG00000274115	97	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207563	97	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000207864	108	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207617	85	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000158169	7912	258	124	226	141	856	195	245	132	170	159	448	257
ENSG00000229065	529	1	0	0	1	2	0	0	2	0	0	0	0
ENSG00000223849	348	2	0	0	0	4	0	2	0	0	0	0	3
ENSG00000251884	93	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230221	2473	0	0	1	1	3	3	0	0	0	0	1	0
ENSG00000271384	673	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213761	183	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185920	16591	3	1	1	0	13	2	1	0	0	2	2	0
ENSG00000271314	456	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271155	1402	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000271659	476	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229345	395	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228142	512	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227358	355	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000175611	5100	90	48	78	45	171	27	88	50	61	45	83	43
ENSG00000268926	2412	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252847	113	0	0	1	0	0	0	1	0	2	1	0	0
ENSG00000182150	10352	458	221	431	199	847	199	458	240	320	282	463	273
ENSG00000199202	137	0	0	0	0	3	0	0	0	0	1	0	0
ENSG00000237631	569	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000225194	2306	1	2	2	0	4	2	5	1	1	1	1	1
ENSG00000237212	1577	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000201938	96	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275465	2662	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000224546	1850	18	14	11	5	45	13	22	17	12	13	17	13
ENSG00000130948	2056	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000232283	1072	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207276	104	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130958	2203	194	86	199	112	258	56	406	223	250	265	107	61
ENSG00000165244	3646	725	344	855	373	1577	361	334	195	327	323	877	501
ENSG00000238251	514	4	3	1	1	24	5	5	7	3	1	8	4
ENSG00000130956	4056	31	9	24	12	84	13	27	21	26	14	39	31
ENSG00000081377	10462	99	38	103	41	286	76	74	50	77	64	133	67
ENSG00000158122	3084	266	126	192	82	564	133	191	145	204	178	283	131
ENSG00000224848	425	1	1	1	2	10	3	1	1	0	0	4	1
ENSG00000233820	1488	2	0	1	0	9	1	0	0	0	0	2	4
ENSG00000081386	5921	301	154	256	109	794	192	308	189	171	198	431	259
ENSG00000196597	4622	168	73	156	86	351	75	142	71	119	100	153	94
ENSG00000196312	1313	259	108	387	162	462	91	167	115	137	147	254	139
ENSG00000269907	330	4	6	14	10	15	5	9	13	9	10	11	2
ENSG00000227257	391	2	2	5	2	2	1	3	1	0	1	1	1
ENSG00000188152	3906	112	48	115	59	206	34	89	58	72	43	114	52
ENSG00000236745	642	1	1	2	0	4	0	2	1	0	0	1	0
ENSG00000136943	4700	17	7	15	5	46	6	119	63	28	22	42	16
ENSG00000197214	880	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228376	2262	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228038	945	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213612	831	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277103	801	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000159712	2980	0	0	0	0	1	0	1	1	0	0	0	0
ENSG00000252721	103	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242375	474	6	4	10	3	13	2	9	6	8	5	12	13
ENSG00000188801	1209	40	17	33	17	88	20	40	18	33	21	55	24
ENSG00000203279	806	2	0	1	0	6	0	0	0	0	0	1	2
ENSG00000235494	281	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254876	3701	12	11	14	8	43	7	22	11	8	4	20	5
ENSG00000255036	7116	2	2	2	0	2	2	1	0	0	0	1	1
ENSG00000254483	134	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254633	1341	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197816	14155	34	21	39	28	97	15	37	18	42	20	34	20
ENSG00000221269	128	1	0	1	0	0	1	0	1	0	0	0	0
ENSG00000228957	821	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196116	4320	726	380	809	483	1504	323	874	529	569	489	769	431
ENSG00000136842	3708	17	9	10	5	92	17	17	10	16	24	46	18
ENSG00000228174	1408	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136925	5875	427	210	337	155	1094	245	356	210	252	247	581	289
ENSG00000136937	5548	2133	996	1510	761	5087	1154	1370	799	973	881	2807	1559
ENSG00000231521	285	0	0	1	0	2	0	0	1	7	4	1	0
ENSG00000136936	1833	349	162	299	165	766	148	400	259	269	274	348	196
ENSG00000214417	1290	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260677	1728	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236130	204	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178919	3462	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136932	4203	399	197	495	303	869	208	358	232	289	265	443	226
ENSG00000201830	107	2	2	6	4	9	0	2	2	3	3	4	1
ENSG00000136929	2394	62	36	27	17	265	45	48	32	43	33	121	69
ENSG00000136938	1850	8493	3626	6871	3475	20959	4211	8035	4484	5105	4551	10710	5521
ENSG00000236896	402	7	6	12	7	11	3	4	1	8	4	5	3
ENSG00000212521	106	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000095380	4922	1458	691	1010	495	3353	798	1138	693	708	615	1524	809
ENSG00000106785	5469	3587	1731	3022	1631	6544	1416	1635	859	1433	1323	2805	1485
ENSG00000274011	251	34	11	33	12	32	8	9	7	16	10	11	8
ENSG00000106789	5717	1596	749	2255	1213	1327	317	285	113	353	323	340	212
ENSG00000095383	3681	1224	522	2048	1072	1620	335	2066	1254	1238	1162	844	421
ENSG00000278412	69	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224001	555	0	0	0	2	0	0	1	0	0	0	0	0
ENSG00000136928	7192	0	0	0	0	2	1	1	0	0	0	0	2
ENSG00000229897	1301	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000165138	8846	194	90	94	51	933	196	169	75	138	93	437	269
ENSG00000119514	3137	54	34	24	10	299	81	53	32	40	46	174	86
ENSG00000267026	4778	0	0	0	0	5	0	1	4	0	0	2	0
ENSG00000229338	318	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204291	6653	2	5	4	3	36	5	3	1	0	6	30	12
ENSG00000270412	439	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000106799	6844	1404	660	2094	1098	2961	641	1422	765	1091	993	1901	978
ENSG00000252942	127	3	3	6	3	6	0	6	3	3	2	0	0
ENSG00000227269	439	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000240235	280	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000119523	2983	736	350	600	303	1755	370	626	338	480	447	768	415
ENSG00000106803	1190	2406	1027	1605	786	5002	1038	1619	896	1133	965	2267	1253
ENSG00000222337	352	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255815	1436	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271086	5073	0	0	0	0	1	0	0	0	0	0	0	2
ENSG00000277828	131	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277465	120	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234860	419	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237461	1544	0	2	0	1	1	0	0	0	3	0	2	3
ENSG00000119508	6314	264	130	3	3	134	29	53	22	28	12	62	35
ENSG00000255145	548	3	1	1	1	5	2	0	0	4	1	5	2
ENSG00000136874	4740	372	178	341	208	903	176	342	188	315	293	464	230
ENSG00000254571	336	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000023318	4854	3052	1477	2388	1288	5206	1173	2073	1215	1576	1457	2462	1319
ENSG00000234709	769	13	1	6	0	9	5	9	3	5	1	2	0
ENSG00000119509	5943	538	243	424	176	1231	279	498	284	325	299	628	308
ENSG00000239908	281	3	1	0	1	2	0	6	1	1	2	2	5
ENSG00000238172	897	1	1	0	0	8	0	2	1	0	0	3	2
ENSG00000270995	466	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231697	877	0	1	1	0	1	0	0	0	0	0	0	1
ENSG00000136891	7261	1312	629	1042	562	3529	812	893	498	836	699	1802	887
ENSG00000066697	3253	302	120	329	135	693	123	166	77	171	153	376	202
ENSG00000251349	2069	0	0	1	0	1	0	0	0	0	0	0	0
ENSG00000241697	2611	0	1	0	0	4	0	0	0	0	0	1	0
ENSG00000170681	2615	4	1	0	2	23	4	4	3	3	3	7	3
ENSG00000200966	301	0	0	2	0	1	0	0	0	0	0	0	0
ENSG00000237999	1116	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230161	422	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229541	1015	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000148123	3669	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238143	486	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253041	57	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227411	1225	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236763	379	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230328	1580	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136881	3389	0	0	0	1	2	0	0	0	0	0	1	1
ENSG00000234502	921	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000136897	3332	548	243	352	171	1649	372	376	195	290	299	869	474
ENSG00000136870	3433	568	249	460	285	1311	279	477	300	419	398	617	324
ENSG00000136872	2451	3	0	2	1	1	1	1	0	0	3	5	1
ENSG00000270982	133	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225376	860	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165152	5568	13	1	3	0	47	7	5	4	2	4	19	13
ENSG00000233055	243	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000155827	4694	1133	533	1151	605	2745	620	1197	705	751	717	1463	830
ENSG00000198785	8121	33	13	53	37	42	7	56	23	44	29	32	14
ENSG00000188386	3387	0	0	0	1	0	0	0	0	2	1	0	0
ENSG00000230302	303	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230418	490	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238882	107	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235901	3105	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204250	590	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232242	837	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234269	671	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000155833	2276	0	0	0	0	1	1	0	0	0	0	0	0
ENSG00000229830	183	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225564	4421	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000226566	526	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253031	105	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270332	7619	5	2	4	1	11	4	5	4	0	0	6	6
ENSG00000136824	6468	2511	1162	2542	1435	6548	1404	1627	967	1213	1095	3633	1940
ENSG00000242111	3794	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203396	1077	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186881	960	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283001	1602	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000148136	957	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204246	1108	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000186943	963	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237443	907	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277556	957	0	1	0	0	1	1	0	0	0	1	0	0
ENSG00000276119	957	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000136839	957	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273423	1264	0	0	0	0	1	2	0	2	0	0	0	0
ENSG00000235248	963	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000179055	1041	1	0	0	1	0	0	0	0	1	0	0	0
ENSG00000188712	937	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000136783	2585	1498	701	985	546	2958	661	1094	637	750	672	1456	761
ENSG00000165028	2178	129	65	63	40	261	70	242	158	166	134	130	63
ENSG00000165029	11350	342	144	383	191	622	135	1780	1081	1772	1614	343	175
ENSG00000226334	469	1	1	0	0	2	0	2	1	1	3	1	0
ENSG00000230013	606	1	0	2	0	0	0	0	0	0	0	1	0
ENSG00000201583	306	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000070214	12172	4847	2369	5653	3012	7177	1602	3278	1887	2917	2781	3752	2144
ENSG00000106701	9877	233	126	198	124	453	95	174	94	166	129	247	128
ENSG00000229419	6232	17	8	16	8	13	3	9	4	7	10	13	7
ENSG00000228317	631	1	0	3	0	2	0	0	2	1	3	2	0
ENSG00000106692	8032	780	333	583	314	1454	308	634	328	505	509	753	373
ENSG00000279609	1621	2	0	0	0	0	0	0	0	0	3	0	0
ENSG00000186051	656	1	0	2	1	3	0	1	4	0	1	2	1
ENSG00000095209	4511	638	278	520	272	1346	285	377	202	305	247	770	424
ENSG00000228366	492	3	0	4	1	3	1	1	0	1	1	2	0
ENSG00000232486	2434	3	1	2	0	7	0	0	0	0	0	2	0
ENSG00000228948	1353	0	0	0	1	2	0	1	0	0	0	1	0
ENSG00000225002	456	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234323	1759	1	0	0	0	1	0	1	0	0	0	1	1
ENSG00000229297	371	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277889	95	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237062	597	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234229	2545	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200131	353	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228143	581	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212276	118	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000148143	12259	13	6	3	2	107	18	18	9	23	29	48	14
ENSG00000230782	2602	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231562	779	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223615	171	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225531	729	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226047	329	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226535	1580	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000119318	4615	4543	2083	3926	1985	11196	2403	3271	1790	2501	2295	6200	3239
ENSG00000226825	449	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000213558	269	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000199905	104	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136826	3659	677	313	857	437	1522	294	1577	861	1115	990	1191	647
ENSG00000236005	441	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227350	466	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202308	107	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222558	104	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244104	299	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000231293	321	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233727	177	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222459	113	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236783	343	3	0	1	0	0	0	1	1	0	1	0	0
ENSG00000213557	380	4	0	0	1	0	0	6	2	1	6	0	0
ENSG00000237360	420	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230030	224	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169253	318	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231678	400	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000231810	308	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213556	265	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000148156	2379	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187003	1494	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000070061	6048	1576	740	1278	677	3711	807	1197	746	821	783	1809	1033
ENSG00000119328	2758	463	224	441	185	1064	247	393	222	255	226	568	316
ENSG00000119326	3131	973	459	689	357	2402	480	301	186	348	378	1017	557
ENSG00000106771	9484	1259	602	1233	628	2871	645	1386	782	1019	980	1501	780
ENSG00000199331	102	3	1	5	0	5	0	4	3	1	1	5	8
ENSG00000207698	70	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000260230	8197	1	3	0	0	4	2	1	0	3	2	1	0
ENSG00000095203	7879	3	0	16	7	0	0	0	0	0	0	0	0
ENSG00000200106	109	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237124	648	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207329	112	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000070159	9995	1	2	1	2	7	6	1	2	2	4	2	2
ENSG00000263861	71	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213539	1002	1	0	0	0	1	0	0	0	0	0	0	1
ENSG00000243444	4943	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232939	478	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000157654	8203	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228053	478	19	8	14	5	45	10	24	12	16	17	24	14
ENSG00000241978	7862	13	7	10	8	24	4	6	2	3	5	15	6
ENSG00000188959	2947	0	1	0	0	4	0	2	0	0	1	0	1
ENSG00000136810	1142	3608	1786	3194	1696	9049	1921	1950	1068	1585	1499	4493	2417
ENSG00000204193	2135	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000165124	14190	0	1	1	2	6	2	1	1	0	12	2	9
ENSG00000206658	107	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232896	635	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000030304	4246	0	0	0	0	1	0	0	0	0	1	0	1
ENSG00000223918	224	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198121	4159	57	32	90	49	217	65	116	64	93	98	158	79
ENSG00000206923	109	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207401	102	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000212409	89	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227531	744	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274263	59	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171133	1038	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136813	8449	3192	1511	2492	1242	7791	1758	2993	1731	1954	1886	3990	2162
ENSG00000223238	99	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000173258	5738	11	0	2	1	17	5	2	3	5	0	5	3
ENSG00000106853	3722	331	166	273	146	470	89	329	181	250	222	213	104
ENSG00000224644	302	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000204173	2271	0	0	0	0	0	0	0	0	0	1	3	0
ENSG00000059769	2586	262	134	170	82	515	115	176	115	167	152	239	117
ENSG00000244115	1448	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242616	1491	16	4	24	8	17	1	9	2	4	7	9	5
ENSG00000165181	6276	18	4	31	12	12	2	15	11	2	5	7	2
ENSG00000224067	413	3	0	8	3	4	1	6	0	5	3	0	1
ENSG00000206907	107	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000148154	4615	3396	1498	9128	4402	1413	274	570	310	623	527	664	323
ENSG00000266315	70	5	2	12	6	2	0	1	0	1	0	1	0
ENSG00000222356	105	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259953	4836	130	59	116	65	411	73	195	91	135	140	201	106
ENSG00000106868	4183	948	447	877	471	2300	444	1075	582	727	635	1187	628
ENSG00000222327	104	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200261	112	0	0	0	0	0	1	0	0	1	0	0	0
ENSG00000225513	450	6	1	2	0	3	0	0	1	1	3	4	0
ENSG00000119314	8239	4074	1965	4919	2520	7627	1690	4542	2505	3051	2682	4609	2487
ENSG00000242256	290	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199525	121	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000243911	242	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000230081	211	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213529	403	0	0	1	0	0	0	1	2	1	0	0	1
ENSG00000119471	3455	779	348	805	381	1644	361	869	503	616	588	808	463
ENSG00000230185	1718	12	5	13	6	17	7	9	7	1	2	10	3
ENSG00000165185	13119	647	287	768	394	1061	208	402	192	314	328	522	264
ENSG00000250068	260	7	3	7	1	18	12	3	1	6	2	6	3
ENSG00000148153	4423	872	418	736	358	2159	473	928	509	627	541	1198	641
ENSG00000226609	420	3	0	3	3	4	1	2	3	0	3	4	0
ENSG00000148158	11578	1369	588	1052	635	2418	511	2768	1479	1448	1268	1495	747
ENSG00000119457	2502	31	8	17	8	17	7	66	35	27	16	22	14
ENSG00000271631	610	5	7	5	3	4	2	22	11	14	8	5	3
ENSG00000237906	566	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000228623	2447	9	8	4	3	81	20	20	17	7	2	35	22
ENSG00000136866	6354	6	1	4	0	25	5	20	9	11	10	14	10
ENSG00000225684	7407	9	5	2	3	18	5	8	7	5	3	12	2
ENSG00000231528	6100	4	1	12	7	9	1	4	0	3	2	4	2
ENSG00000136867	2504	47	15	51	20	40	11	60	28	32	28	18	10
ENSG00000119321	11060	2666	1226	3119	1612	4830	1070	4625	2649	2527	2380	2699	1448
ENSG00000136868	5127	985	496	793	387	2087	487	1311	786	880	875	1300	689
ENSG00000176386	1175	561	249	399	203	1277	285	437	238	333	303	634	334
ENSG00000136875	3613	1332	654	900	433	3600	768	890	533	598	620	1897	993
ENSG00000165188	3646	0	0	0	0	2	0	4	0	0	0	0	0
ENSG00000148225	4933	115	44	52	28	161	43	87	35	46	46	67	52
ENSG00000119411	2339	399	176	327	144	501	102	184	78	180	128	181	77
ENSG00000119431	2105	374	174	418	205	765	155	229	138	212	225	382	179
ENSG00000148218	4983	2062	933	2057	1130	3649	826	2003	1177	1202	1099	1622	865
ENSG00000148229	2604	3547	1578	2469	1278	8416	1808	1964	1087	1661	1454	4037	2285
ENSG00000157653	2290	79	37	38	14	237	45	50	25	42	26	75	35
ENSG00000138835	13793	269	102	298	173	544	127	399	209	212	179	315	146
ENSG00000237073	395	4	1	2	1	7	0	2	3	2	1	2	0
ENSG00000282897	2787	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233817	3043	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227482	1223	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214669	426	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232905	946	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000157657	10384	436	217	310	146	1752	358	577	295	487	402	928	492
ENSG00000106927	2041	0	0	0	0	0	0	1	1	0	0	0	0
ENSG00000136883	2975	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196739	13988	8	7	6	1	41	5	12	8	1	5	20	4
ENSG00000207726	110	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229314	901	66	23	1130	610	4	0	3	1	3	1	1	2
ENSG00000228278	760	12	3	156	83	11	3	17	15	15	14	5	0
ENSG00000106948	10601	3409	1571	4185	2033	8119	1720	5896	3159	3625	3170	5082	2768
ENSG00000235119	173	1	1	8	3	4	2	3	7	4	3	4	2
ENSG00000095397	5542	6	1	12	3	51	5	17	7	39	17	34	13
ENSG00000271214	178	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235797	471	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136888	1305	1933	878	1995	936	4185	905	2031	1076	1481	1319	2226	1163
