sample_name	sample	stage	embryo
SI_24w_embryo1.2_33	SI	24w	embryo1
SI_24w_embryo1.2_72	SI	24w	embryo1
SI_24w_embryo1.2_81	SI	24w	embryo1
SI_24w_embryo1.2_84	SI	24w	embryo1
SI_24w_embryo1_27	SI	24w	embryo1
SI_24w_embryo1_71	SI	24w	embryo1
SI_24w_embryo1_87	SI	24w	embryo1
SI_6w_embryo1_67	SI	6w	embryo1
SI_7w_embryo2_14	SI	7w	embryo2
stomach_11w_embryo1_90	stomach	11w	embryo1
stomach_19w_embryo1_44	stomach	19w	embryo1
stomach_19w_embryo1_56	stomach	19w	embryo1
stomach_24w_embryo1.2_29	stomach	24w	embryo1
stomach_24w_embryo1.2_60	stomach	24w	embryo1
stomach_24w_embryo1.2_75	stomach	24w	embryo1
stomach_24w_embryo1.2_76	stomach	24w	embryo1
stomach_24w_embryo1.2_79	stomach	24w	embryo1
stomach_24w_embryo1.2_89	stomach	24w	embryo1
stomach_24w_embryo1_24	stomach	24w	embryo1
stomach_24w_embryo1_41	stomach	24w	embryo1
stomach_24w_embryo1_42	stomach	24w	embryo1
stomach_24w_embryo1_60	stomach	24w	embryo1
stomach_24w_embryo1_62	stomach	24w	embryo1
stomach_24w_embryo1_7	stomach	24w	embryo1
stomach_24w_embryo1_70	stomach	24w	embryo1
stomach_24w_embryo1_74	stomach	24w	embryo1
stomach_24w_embryo1_8	stomach	24w	embryo1
stomach_25w_embryo1_72	stomach	25w	embryo1
stomach_6w_embryo1_52	stomach	6w	embryo1
stomach_6w_embryo1_68	stomach	6w	embryo1
stomach_6w_embryo2_75	stomach	6w	embryo2
stomach_7w_embryo2.2_64	stomach	7w	embryo2
stomach_7w_embryo2_63	stomach	7w	embryo2
stomach_8w_embryo1_51	stomach	8w	embryo1
stomach_8w_embryo2_21	stomach	8w	embryo2
stomach_8w_embryo2_28	stomach	8w	embryo2
stomach_9w_embryo1_39	stomach	9w	embryo1
esophagus_11w_embryo1_11	esophagus	11w	embryo1
esophagus_11w_embryo1_13	esophagus	11w	embryo1
esophagus_11w_embryo1_15	esophagus	11w	embryo1
esophagus_11w_embryo1_16	esophagus	11w	embryo1
esophagus_11w_embryo1_21	esophagus	11w	embryo1
esophagus_11w_embryo1_35	esophagus	11w	embryo1
esophagus_11w_embryo1_76	esophagus	11w	embryo1
esophagus_14w_embryo1_65	esophagus	14w	embryo1
esophagus_14w_embryo1_68	esophagus	14w	embryo1
esophagus_14w_embryo1_9	esophagus	14w	embryo1
esophagus_16w_embryo1_13	esophagus	16w	embryo1
esophagus_16w_embryo1_19	esophagus	16w	embryo1
esophagus_16w_embryo1_6	esophagus	16w	embryo1
esophagus_16w_embryo1_65	esophagus	16w	embryo1
esophagus_16w_embryo1_7	esophagus	16w	embryo1
esophagus_16w_embryo1_84	esophagus	16w	embryo1
esophagus_19w_embryo1_55	esophagus	19w	embryo1
esophagus_21w_embryo2_53	esophagus	21w	embryo2
esophagus_21w_embryo2_67	esophagus	21w	embryo2
esophagus_21w_embryo2_68	esophagus	21w	embryo2
esophagus_21w_embryo2_85	esophagus	21w	embryo2
esophagus_25w_embryo1_35	esophagus	25w	embryo1
esophagus_25w_embryo1_36	esophagus	25w	embryo1
esophagus_25w_embryo1_37	esophagus	25w	embryo1
esophagus_25w_embryo1_39	esophagus	25w	embryo1
esophagus_25w_embryo1_41	esophagus	25w	embryo1
esophagus_25w_embryo1_42	esophagus	25w	embryo1
esophagus_25w_embryo1_44	esophagus	25w	embryo1
esophagus_25w_embryo1_47	esophagus	25w	embryo1
esophagus_25w_embryo1_48	esophagus	25w	embryo1
esophagus_25w_embryo1_49	esophagus	25w	embryo1
esophagus_25w_embryo1_51	esophagus	25w	embryo1
esophagus_25w_embryo1_52	esophagus	25w	embryo1
esophagus_25w_embryo1_53	esophagus	25w	embryo1
esophagus_25w_embryo1_54	esophagus	25w	embryo1
esophagus_25w_embryo1_59	esophagus	25w	embryo1
esophagus_25w_embryo1_63	esophagus	25w	embryo1
esophagus_25w_embryo1_64	esophagus	25w	embryo1
esophagus_25w_embryo1_66	esophagus	25w	embryo1
esophagus_25w_embryo1_68	esophagus	25w	embryo1
esophagus_25w_embryo1_69	esophagus	25w	embryo1
esophagus_25w_embryo1_70	esophagus	25w	embryo1
esophagus_25w_embryo1_72	esophagus	25w	embryo1
esophagus_25w_embryo1_73	esophagus	25w	embryo1
esophagus_25w_embryo1_74	esophagus	25w	embryo1
esophagus_25w_embryo1_77	esophagus	25w	embryo1
esophagus_25w_embryo1_78	esophagus	25w	embryo1
esophagus_25w_embryo1_79	esophagus	25w	embryo1
esophagus_25w_embryo1_80	esophagus	25w	embryo1
esophagus_25w_embryo1_81	esophagus	25w	embryo1
esophagus_25w_embryo1_88	esophagus	25w	embryo1
esophagus_25w_embryo1_89	esophagus	25w	embryo1
esophagus_25w_embryo1_90	esophagus	25w	embryo1
esophagus_9w_embryo1_2	esophagus	9w	embryo1
esophagus_24w_embryo1.2_64	esophagus	24w	embryo1
stomach_11w_embryo1_13	stomach	11w	embryo1
stomach_24w_embryo1.2_1	stomach	24w	embryo1
stomach_24w_embryo1.2_10	stomach	24w	embryo1
stomach_24w_embryo1.2_12	stomach	24w	embryo1
stomach_24w_embryo1.2_13	stomach	24w	embryo1
stomach_24w_embryo1.2_14	stomach	24w	embryo1
stomach_24w_embryo1.2_15	stomach	24w	embryo1
stomach_24w_embryo1.2_16	stomach	24w	embryo1
stomach_24w_embryo1.2_17	stomach	24w	embryo1
stomach_24w_embryo1.2_18	stomach	24w	embryo1
stomach_24w_embryo1.2_19	stomach	24w	embryo1
stomach_24w_embryo1.2_2	stomach	24w	embryo1
stomach_24w_embryo1.2_22	stomach	24w	embryo1
stomach_24w_embryo1.2_24	stomach	24w	embryo1
stomach_24w_embryo1.2_25	stomach	24w	embryo1
stomach_24w_embryo1.2_26	stomach	24w	embryo1
stomach_24w_embryo1.2_30	stomach	24w	embryo1
stomach_24w_embryo1.2_32	stomach	24w	embryo1
stomach_24w_embryo1.2_33	stomach	24w	embryo1
stomach_24w_embryo1.2_37	stomach	24w	embryo1
stomach_24w_embryo1.2_4	stomach	24w	embryo1
stomach_24w_embryo1.2_40	stomach	24w	embryo1
stomach_24w_embryo1.2_42	stomach	24w	embryo1
stomach_24w_embryo1.2_43	stomach	24w	embryo1
stomach_24w_embryo1.2_49	stomach	24w	embryo1
stomach_24w_embryo1.2_5	stomach	24w	embryo1
stomach_24w_embryo1.2_51	stomach	24w	embryo1
stomach_24w_embryo1.2_52	stomach	24w	embryo1
stomach_24w_embryo1.2_56	stomach	24w	embryo1
stomach_24w_embryo1.2_57	stomach	24w	embryo1
stomach_24w_embryo1.2_58	stomach	24w	embryo1
stomach_24w_embryo1.2_59	stomach	24w	embryo1
stomach_24w_embryo1.2_61	stomach	24w	embryo1
stomach_24w_embryo1.2_63	stomach	24w	embryo1
stomach_24w_embryo1.2_64	stomach	24w	embryo1
stomach_24w_embryo1.2_68	stomach	24w	embryo1
stomach_24w_embryo1.2_74	stomach	24w	embryo1
stomach_24w_embryo1.2_8	stomach	24w	embryo1
stomach_24w_embryo1.2_80	stomach	24w	embryo1
stomach_24w_embryo1.2_83	stomach	24w	embryo1
stomach_24w_embryo1.2_84	stomach	24w	embryo1
stomach_24w_embryo1.2_86	stomach	24w	embryo1
stomach_24w_embryo1.2_87	stomach	24w	embryo1
stomach_24w_embryo1.2_9	stomach	24w	embryo1
stomach_24w_embryo1_1	stomach	24w	embryo1
stomach_24w_embryo1_10	stomach	24w	embryo1
stomach_24w_embryo1_12	stomach	24w	embryo1
stomach_24w_embryo1_13	stomach	24w	embryo1
stomach_24w_embryo1_15	stomach	24w	embryo1
stomach_24w_embryo1_16	stomach	24w	embryo1
stomach_24w_embryo1_17	stomach	24w	embryo1
stomach_24w_embryo1_18	stomach	24w	embryo1
stomach_24w_embryo1_19	stomach	24w	embryo1
stomach_24w_embryo1_2	stomach	24w	embryo1
stomach_24w_embryo1_21	stomach	24w	embryo1
stomach_24w_embryo1_22	stomach	24w	embryo1
stomach_24w_embryo1_25	stomach	24w	embryo1
stomach_24w_embryo1_29	stomach	24w	embryo1
stomach_24w_embryo1_3	stomach	24w	embryo1
stomach_24w_embryo1_30	stomach	24w	embryo1
stomach_24w_embryo1_32	stomach	24w	embryo1
stomach_24w_embryo1_33	stomach	24w	embryo1
stomach_24w_embryo1_36	stomach	24w	embryo1
stomach_24w_embryo1_4	stomach	24w	embryo1
stomach_24w_embryo1_40	stomach	24w	embryo1
stomach_24w_embryo1_43	stomach	24w	embryo1
stomach_24w_embryo1_47	stomach	24w	embryo1
stomach_24w_embryo1_50	stomach	24w	embryo1
stomach_24w_embryo1_51	stomach	24w	embryo1
stomach_24w_embryo1_52	stomach	24w	embryo1
stomach_24w_embryo1_54	stomach	24w	embryo1
stomach_24w_embryo1_55	stomach	24w	embryo1
stomach_24w_embryo1_57	stomach	24w	embryo1
stomach_24w_embryo1_58	stomach	24w	embryo1
stomach_24w_embryo1_59	stomach	24w	embryo1
stomach_24w_embryo1_61	stomach	24w	embryo1
stomach_24w_embryo1_64	stomach	24w	embryo1
stomach_24w_embryo1_65	stomach	24w	embryo1
stomach_24w_embryo1_66	stomach	24w	embryo1
stomach_24w_embryo1_67	stomach	24w	embryo1
stomach_24w_embryo1_68	stomach	24w	embryo1
stomach_24w_embryo1_69	stomach	24w	embryo1
stomach_24w_embryo1_71	stomach	24w	embryo1
stomach_24w_embryo1_72	stomach	24w	embryo1
stomach_24w_embryo1_73	stomach	24w	embryo1
stomach_24w_embryo1_75	stomach	24w	embryo1
stomach_24w_embryo1_77	stomach	24w	embryo1
stomach_24w_embryo1_78	stomach	24w	embryo1
stomach_24w_embryo1_79	stomach	24w	embryo1
stomach_24w_embryo1_80	stomach	24w	embryo1
stomach_24w_embryo1_81	stomach	24w	embryo1
stomach_24w_embryo1_82	stomach	24w	embryo1
stomach_24w_embryo1_83	stomach	24w	embryo1
stomach_24w_embryo1_84	stomach	24w	embryo1
stomach_24w_embryo1_86	stomach	24w	embryo1
stomach_24w_embryo1_87	stomach	24w	embryo1
stomach_24w_embryo1_88	stomach	24w	embryo1
stomach_24w_embryo1_9	stomach	24w	embryo1
stomach_24w_embryo1_90	stomach	24w	embryo1
esophagus_11w_embryo1_59	esophagus	11w	embryo1
esophagus_11w_embryo1_66	esophagus	11w	embryo1
esophagus_11w_embryo1_70	esophagus	11w	embryo1
esophagus_11w_embryo1_71	esophagus	11w	embryo1
esophagus_11w_embryo1_88	esophagus	11w	embryo1
esophagus_14w_embryo1_60	esophagus	14w	embryo1
esophagus_16w_embryo1_2	esophagus	16w	embryo1
esophagus_16w_embryo1_27	esophagus	16w	embryo1
esophagus_16w_embryo1_52	esophagus	16w	embryo1
esophagus_19w_embryo1_27	esophagus	19w	embryo1
esophagus_25w_embryo1_38	esophagus	25w	embryo1
esophagus_25w_embryo1_43	esophagus	25w	embryo1
esophagus_25w_embryo1_45	esophagus	25w	embryo1
esophagus_25w_embryo1_50	esophagus	25w	embryo1
esophagus_25w_embryo1_56	esophagus	25w	embryo1
esophagus_25w_embryo1_65	esophagus	25w	embryo1
esophagus_25w_embryo1_67	esophagus	25w	embryo1
esophagus_25w_embryo1_75	esophagus	25w	embryo1
esophagus_25w_embryo1_76	esophagus	25w	embryo1
esophagus_9w_embryo1_37	esophagus	9w	embryo1
LI_24w_embryo1.2_1	LI	24w	embryo1
LI_24w_embryo1.2_10	LI	24w	embryo1
LI_24w_embryo1.2_11	LI	24w	embryo1
LI_24w_embryo1.2_12	LI	24w	embryo1
LI_24w_embryo1.2_13	LI	24w	embryo1
LI_24w_embryo1.2_15	LI	24w	embryo1
LI_24w_embryo1.2_16	LI	24w	embryo1
LI_24w_embryo1.2_17	LI	24w	embryo1
LI_24w_embryo1.2_18	LI	24w	embryo1
LI_24w_embryo1.2_19	LI	24w	embryo1
LI_24w_embryo1.2_2	LI	24w	embryo1
LI_24w_embryo1.2_20	LI	24w	embryo1
LI_24w_embryo1.2_22	LI	24w	embryo1
LI_24w_embryo1.2_24	LI	24w	embryo1
LI_24w_embryo1.2_25	LI	24w	embryo1
LI_24w_embryo1.2_27	LI	24w	embryo1
LI_24w_embryo1.2_28	LI	24w	embryo1
LI_24w_embryo1.2_29	LI	24w	embryo1
LI_24w_embryo1.2_3	LI	24w	embryo1
LI_24w_embryo1.2_30	LI	24w	embryo1
LI_24w_embryo1.2_32	LI	24w	embryo1
LI_24w_embryo1.2_33	LI	24w	embryo1
LI_24w_embryo1.2_35	LI	24w	embryo1
LI_24w_embryo1.2_36	LI	24w	embryo1
LI_24w_embryo1.2_37	LI	24w	embryo1
LI_24w_embryo1.2_38	LI	24w	embryo1
LI_24w_embryo1.2_39	LI	24w	embryo1
LI_24w_embryo1.2_4	LI	24w	embryo1
LI_24w_embryo1.2_40	LI	24w	embryo1
LI_24w_embryo1.2_41	LI	24w	embryo1
LI_24w_embryo1.2_42	LI	24w	embryo1
LI_24w_embryo1.2_43	LI	24w	embryo1
LI_24w_embryo1.2_44	LI	24w	embryo1
LI_24w_embryo1.2_45	LI	24w	embryo1
LI_24w_embryo1.2_46	LI	24w	embryo1
LI_24w_embryo1.2_47	LI	24w	embryo1
LI_24w_embryo1.2_48	LI	24w	embryo1
LI_24w_embryo1.2_49	LI	24w	embryo1
LI_24w_embryo1.2_5	LI	24w	embryo1
LI_24w_embryo1.2_51	LI	24w	embryo1
LI_24w_embryo1.2_52	LI	24w	embryo1
LI_24w_embryo1.2_53	LI	24w	embryo1
LI_24w_embryo1.2_54	LI	24w	embryo1
LI_24w_embryo1.2_55	LI	24w	embryo1
LI_24w_embryo1.2_56	LI	24w	embryo1
LI_24w_embryo1.2_57	LI	24w	embryo1
LI_24w_embryo1.2_58	LI	24w	embryo1
LI_24w_embryo1.2_6	LI	24w	embryo1
LI_24w_embryo1.2_60	LI	24w	embryo1
LI_24w_embryo1.2_61	LI	24w	embryo1
LI_24w_embryo1.2_62	LI	24w	embryo1
LI_24w_embryo1.2_63	LI	24w	embryo1
LI_24w_embryo1.2_65	LI	24w	embryo1
LI_24w_embryo1.2_66	LI	24w	embryo1
LI_24w_embryo1.2_67	LI	24w	embryo1
LI_24w_embryo1.2_69	LI	24w	embryo1
LI_24w_embryo1.2_7	LI	24w	embryo1
LI_24w_embryo1.2_70	LI	24w	embryo1
LI_24w_embryo1.2_71	LI	24w	embryo1
LI_24w_embryo1.2_72	LI	24w	embryo1
LI_24w_embryo1.2_75	LI	24w	embryo1
LI_24w_embryo1.2_76	LI	24w	embryo1
LI_24w_embryo1.2_77	LI	24w	embryo1
LI_24w_embryo1.2_78	LI	24w	embryo1
LI_24w_embryo1.2_79	LI	24w	embryo1
LI_24w_embryo1.2_8	LI	24w	embryo1
LI_24w_embryo1.2_80	LI	24w	embryo1
LI_24w_embryo1.2_81	LI	24w	embryo1
LI_24w_embryo1.2_82	LI	24w	embryo1
LI_24w_embryo1.2_83	LI	24w	embryo1
LI_24w_embryo1.2_84	LI	24w	embryo1
LI_24w_embryo1.2_85	LI	24w	embryo1
LI_24w_embryo1.2_86	LI	24w	embryo1
LI_24w_embryo1.2_87	LI	24w	embryo1
LI_24w_embryo1.2_88	LI	24w	embryo1
LI_24w_embryo1.2_9	LI	24w	embryo1
LI_24w_embryo1.2_90	LI	24w	embryo1
LI_24w_embryo1_52	LI	24w	embryo1
LI_24w_embryo1_53	LI	24w	embryo1
LI_24w_embryo1_54	LI	24w	embryo1
LI_24w_embryo1_55	LI	24w	embryo1
LI_24w_embryo1_57	LI	24w	embryo1
LI_24w_embryo1_58	LI	24w	embryo1
LI_24w_embryo1_59	LI	24w	embryo1
LI_24w_embryo1_60	LI	24w	embryo1
LI_24w_embryo1_61	LI	24w	embryo1
LI_24w_embryo1_62	LI	24w	embryo1
LI_24w_embryo1_63	LI	24w	embryo1
LI_24w_embryo1_65	LI	24w	embryo1
LI_24w_embryo1_66	LI	24w	embryo1
LI_24w_embryo1_67	LI	24w	embryo1
LI_24w_embryo1_68	LI	24w	embryo1
LI_24w_embryo1_69	LI	24w	embryo1
LI_24w_embryo1_70	LI	24w	embryo1
LI_24w_embryo1_71	LI	24w	embryo1
LI_24w_embryo1_72	LI	24w	embryo1
LI_24w_embryo1_74	LI	24w	embryo1
LI_24w_embryo1_75	LI	24w	embryo1
LI_24w_embryo1_76	LI	24w	embryo1
LI_24w_embryo1_77	LI	24w	embryo1
LI_24w_embryo1_78	LI	24w	embryo1
LI_24w_embryo1_79	LI	24w	embryo1
LI_24w_embryo1_83	LI	24w	embryo1
LI_24w_embryo1_84	LI	24w	embryo1
LI_24w_embryo1_87	LI	24w	embryo1
LI_24w_embryo1_88	LI	24w	embryo1
LI_24w_embryo1_90	LI	24w	embryo1
SI_24w_embryo1_78	SI	24w	embryo1
stomach_21w_embryo1_1	stomach	21w	embryo1
stomach_21w_embryo1_10	stomach	21w	embryo1
stomach_21w_embryo1_11	stomach	21w	embryo1
stomach_21w_embryo1_12	stomach	21w	embryo1
stomach_21w_embryo1_13	stomach	21w	embryo1
stomach_21w_embryo1_14	stomach	21w	embryo1
stomach_21w_embryo1_15	stomach	21w	embryo1
stomach_21w_embryo1_16	stomach	21w	embryo1
stomach_21w_embryo1_17	stomach	21w	embryo1
stomach_21w_embryo1_18	stomach	21w	embryo1
stomach_21w_embryo1_19	stomach	21w	embryo1
stomach_21w_embryo1_2	stomach	21w	embryo1
stomach_21w_embryo1_20	stomach	21w	embryo1
stomach_21w_embryo1_21	stomach	21w	embryo1
stomach_21w_embryo1_22	stomach	21w	embryo1
stomach_21w_embryo1_24	stomach	21w	embryo1
stomach_21w_embryo1_26	stomach	21w	embryo1
stomach_21w_embryo1_27	stomach	21w	embryo1
stomach_21w_embryo1_28	stomach	21w	embryo1
stomach_21w_embryo1_29	stomach	21w	embryo1
stomach_21w_embryo1_3	stomach	21w	embryo1
stomach_21w_embryo1_30	stomach	21w	embryo1
stomach_21w_embryo1_31	stomach	21w	embryo1
stomach_21w_embryo1_32	stomach	21w	embryo1
stomach_21w_embryo1_33	stomach	21w	embryo1
stomach_21w_embryo1_35	stomach	21w	embryo1
stomach_21w_embryo1_37	stomach	21w	embryo1
stomach_21w_embryo1_38	stomach	21w	embryo1
stomach_21w_embryo1_39	stomach	21w	embryo1
stomach_21w_embryo1_4	stomach	21w	embryo1
stomach_21w_embryo1_40	stomach	21w	embryo1
stomach_21w_embryo1_41	stomach	21w	embryo1
stomach_21w_embryo1_42	stomach	21w	embryo1
stomach_21w_embryo1_45	stomach	21w	embryo1
stomach_21w_embryo1_47	stomach	21w	embryo1
stomach_21w_embryo1_48	stomach	21w	embryo1
stomach_21w_embryo1_49	stomach	21w	embryo1
stomach_21w_embryo1_5	stomach	21w	embryo1
stomach_21w_embryo1_50	stomach	21w	embryo1
stomach_21w_embryo1_7	stomach	21w	embryo1
stomach_21w_embryo1_9	stomach	21w	embryo1
stomach_21w_embryo2_51	stomach	21w	embryo2
stomach_21w_embryo2_52	stomach	21w	embryo2
stomach_21w_embryo2_53	stomach	21w	embryo2
stomach_21w_embryo2_54	stomach	21w	embryo2
stomach_21w_embryo2_55	stomach	21w	embryo2
stomach_21w_embryo2_56	stomach	21w	embryo2
stomach_21w_embryo2_57	stomach	21w	embryo2
stomach_21w_embryo2_58	stomach	21w	embryo2
stomach_21w_embryo2_60	stomach	21w	embryo2
stomach_21w_embryo2_61	stomach	21w	embryo2
stomach_21w_embryo2_63	stomach	21w	embryo2
stomach_21w_embryo2_65	stomach	21w	embryo2
stomach_21w_embryo2_66	stomach	21w	embryo2
stomach_21w_embryo2_68	stomach	21w	embryo2
stomach_21w_embryo2_70	stomach	21w	embryo2
stomach_21w_embryo2_72	stomach	21w	embryo2
stomach_21w_embryo2_75	stomach	21w	embryo2
stomach_21w_embryo2_77	stomach	21w	embryo2
stomach_21w_embryo2_78	stomach	21w	embryo2
stomach_21w_embryo2_79	stomach	21w	embryo2
stomach_21w_embryo2_81	stomach	21w	embryo2
stomach_21w_embryo2_83	stomach	21w	embryo2
stomach_21w_embryo2_84	stomach	21w	embryo2
stomach_21w_embryo2_85	stomach	21w	embryo2
stomach_21w_embryo2_86	stomach	21w	embryo2
stomach_21w_embryo2_88	stomach	21w	embryo2
stomach_21w_embryo2_89	stomach	21w	embryo2
stomach_25w_embryo1_10	stomach	25w	embryo1
stomach_25w_embryo1_11	stomach	25w	embryo1
stomach_25w_embryo1_20	stomach	25w	embryo1
stomach_25w_embryo1_25	stomach	25w	embryo1
stomach_25w_embryo1_44	stomach	25w	embryo1
stomach_25w_embryo1_46	stomach	25w	embryo1
stomach_25w_embryo1_64	stomach	25w	embryo1
stomach_25w_embryo1_65	stomach	25w	embryo1
esophagus_24w_embryo1.2_42	esophagus	24w	embryo1
esophagus_24w_embryo1_9	esophagus	24w	embryo1
esophagus_6w_embryo1_17	esophagus	6w	embryo1
esophagus_6w_embryo1_51	esophagus	6w	embryo1
esophagus_6w_embryo1_86	esophagus	6w	embryo1
esophagus_6w_embryo2_69	esophagus	6w	embryo2
esophagus_6w_embryo2_79	esophagus	6w	embryo2
esophagus_8w_embryo1_59	esophagus	8w	embryo1
esophagus_8w_embryo1_67	esophagus	8w	embryo1
esophagus_8w_embryo2_53	esophagus	8w	embryo2
LI_6w_embryo1_44	LI	6w	embryo1
LI_6w_embryo1_49	LI	6w	embryo1
LI_6w_embryo1_87	LI	6w	embryo1
LI_6w_embryo1_9	LI	6w	embryo1
LI_6w_embryo2_13	LI	6w	embryo2
LI_6w_embryo2_14	LI	6w	embryo2
LI_6w_embryo2_35	LI	6w	embryo2
LI_6w_embryo2_41	LI	6w	embryo2
LI_6w_embryo2_46	LI	6w	embryo2
LI_6w_embryo2_5	LI	6w	embryo2
LI_6w_embryo2_53	LI	6w	embryo2
LI_6w_embryo2_57	LI	6w	embryo2
LI_6w_embryo2_6	LI	6w	embryo2
LI_6w_embryo2_67	LI	6w	embryo2
LI_6w_embryo2_83	LI	6w	embryo2
LI_7w_embryo2.2_33	LI	7w	embryo2
LI_7w_embryo2.2_60	LI	7w	embryo2
LI_7w_embryo2.2_79	LI	7w	embryo2
LI_7w_embryo2_27	LI	7w	embryo2
LI_7w_embryo2_30	LI	7w	embryo2
LI_7w_embryo2_49	LI	7w	embryo2
LI_7w_embryo2_62	LI	7w	embryo2
LI_7w_embryo2_68	LI	7w	embryo2
LI_8w_embryo2_79	LI	8w	embryo2
SI_11w_embryo1_61	SI	11w	embryo1
SI_11w_embryo1_65	SI	11w	embryo1
SI_11w_embryo1_74	SI	11w	embryo1
SI_11w_embryo1_81	SI	11w	embryo1
SI_11w_embryo1_86	SI	11w	embryo1
SI_11w_embryo1_87	SI	11w	embryo1
SI_14w_embryo1_73	SI	14w	embryo1
SI_16w_embryo1_29	SI	16w	embryo1
SI_6w_embryo1_44	SI	6w	embryo1
SI_6w_embryo1_81	SI	6w	embryo1
SI_6w_embryo2_10	SI	6w	embryo2
SI_6w_embryo2_16	SI	6w	embryo2
SI_6w_embryo2_18	SI	6w	embryo2
SI_6w_embryo2_24	SI	6w	embryo2
SI_6w_embryo2_27	SI	6w	embryo2
SI_6w_embryo2_38	SI	6w	embryo2
SI_6w_embryo2_40	SI	6w	embryo2
SI_6w_embryo2_42	SI	6w	embryo2
SI_6w_embryo2_50	SI	6w	embryo2
SI_6w_embryo2_57	SI	6w	embryo2
SI_6w_embryo2_62	SI	6w	embryo2
SI_6w_embryo2_64	SI	6w	embryo2
SI_6w_embryo2_66	SI	6w	embryo2
SI_6w_embryo2_67	SI	6w	embryo2
SI_6w_embryo2_69	SI	6w	embryo2
SI_6w_embryo2_7	SI	6w	embryo2
SI_6w_embryo2_70	SI	6w	embryo2
SI_6w_embryo2_73	SI	6w	embryo2
SI_6w_embryo2_83	SI	6w	embryo2
SI_7w_embryo1_59	SI	7w	embryo1
SI_7w_embryo1_74	SI	7w	embryo1
SI_7w_embryo1_82	SI	7w	embryo1
SI_7w_embryo2.2_70	SI	7w	embryo2
SI_7w_embryo2_16	SI	7w	embryo2
SI_7w_embryo2_58	SI	7w	embryo2
SI_8w_embryo1_19	SI	8w	embryo1
SI_8w_embryo1_40	SI	8w	embryo1
SI_8w_embryo2_14	SI	8w	embryo2
SI_8w_embryo2_19	SI	8w	embryo2
SI_8w_embryo2_22	SI	8w	embryo2
SI_8w_embryo2_42	SI	8w	embryo2
stomach_11w_embryo1_2	stomach	11w	embryo1
stomach_11w_embryo1_25	stomach	11w	embryo1
stomach_11w_embryo1_42	stomach	11w	embryo1
stomach_11w_embryo1_49	stomach	11w	embryo1
stomach_11w_embryo1_5	stomach	11w	embryo1
stomach_11w_embryo1_63	stomach	11w	embryo1
stomach_11w_embryo1_73	stomach	11w	embryo1
stomach_11w_embryo1_8	stomach	11w	embryo1
stomach_11w_embryo1_80	stomach	11w	embryo1
stomach_11w_embryo1_83	stomach	11w	embryo1
stomach_16w_embryo1_18	stomach	16w	embryo1
stomach_16w_embryo1_28	stomach	16w	embryo1
stomach_16w_embryo1_72	stomach	16w	embryo1
stomach_21w_embryo1_25	stomach	21w	embryo1
stomach_6w_embryo2_11	stomach	6w	embryo2
stomach_6w_embryo2_13	stomach	6w	embryo2
stomach_6w_embryo2_49	stomach	6w	embryo2
stomach_6w_embryo2_72	stomach	6w	embryo2
stomach_7w_embryo1_60	stomach	7w	embryo1
stomach_7w_embryo1_71	stomach	7w	embryo1
stomach_7w_embryo1_81	stomach	7w	embryo1
stomach_7w_embryo2_12	stomach	7w	embryo2
stomach_7w_embryo2_27	stomach	7w	embryo2
stomach_7w_embryo2_67	stomach	7w	embryo2
stomach_8w_embryo1_53	stomach	8w	embryo1
stomach_8w_embryo1_54	stomach	8w	embryo1
stomach_8w_embryo1_59	stomach	8w	embryo1
stomach_8w_embryo1_72	stomach	8w	embryo1
esophagus_11w_embryo1_36	esophagus	11w	embryo1
LI_24w_embryo1_82	LI	24w	embryo1
LI_25w_embryo1_11	LI	25w	embryo1
LI_25w_embryo1_51	LI	25w	embryo1
LI_25w_embryo1_60	LI	25w	embryo1
SI_11w_embryo1_49	SI	11w	embryo1
SI_11w_embryo1_52	SI	11w	embryo1
SI_11w_embryo1_66	SI	11w	embryo1
SI_21w_embryo2_53	SI	21w	embryo2
SI_21w_embryo2_86	SI	21w	embryo2
SI_25w_embryo1_18	SI	25w	embryo1
SI_25w_embryo1_19	SI	25w	embryo1
SI_25w_embryo1_24	SI	25w	embryo1
SI_25w_embryo1_27	SI	25w	embryo1
SI_25w_embryo1_30	SI	25w	embryo1
SI_25w_embryo1_31	SI	25w	embryo1
SI_25w_embryo1_7	SI	25w	embryo1
stomach_16w_embryo1_1	stomach	16w	embryo1
stomach_16w_embryo1_11	stomach	16w	embryo1
stomach_16w_embryo1_12	stomach	16w	embryo1
stomach_16w_embryo1_13	stomach	16w	embryo1
stomach_16w_embryo1_17	stomach	16w	embryo1
stomach_16w_embryo1_2	stomach	16w	embryo1
stomach_16w_embryo1_25	stomach	16w	embryo1
stomach_16w_embryo1_26	stomach	16w	embryo1
stomach_16w_embryo1_3	stomach	16w	embryo1
stomach_16w_embryo1_30	stomach	16w	embryo1
stomach_16w_embryo1_32	stomach	16w	embryo1
stomach_16w_embryo1_36	stomach	16w	embryo1
stomach_16w_embryo1_37	stomach	16w	embryo1
stomach_16w_embryo1_38	stomach	16w	embryo1
stomach_16w_embryo1_39	stomach	16w	embryo1
stomach_16w_embryo1_4	stomach	16w	embryo1
stomach_16w_embryo1_40	stomach	16w	embryo1
stomach_16w_embryo1_42	stomach	16w	embryo1
stomach_16w_embryo1_43	stomach	16w	embryo1
stomach_16w_embryo1_47	stomach	16w	embryo1
